P,S,Q,PF
629.254,650.386,164.445,-0.967507
629.103,650.192,164.255,-0.967564
629.182,650.282,164.306,-0.967553
629.264,650.535,164.994,-0.967302
628.832,650.086,164.869,-0.967306
629.026,650.182,164.507,-0.967462
629.332,650.294,163.777,-0.967766
629.006,650.15,164.456,-0.967479
628.671,649.915,164.812,-0.967312
627.84,648.936,164.118,-0.967492
628.218,649.282,164.041,-0.967558
627.915,648.938,163.839,-0.967604
628.164,649.375,164.616,-0.967336
627.784,648.873,164.083,-0.967499
627.657,648.853,164.488,-0.967334
628.299,649.379,164.113,-0.967539
628.164,649.449,164.908,-0.967225
628.057,649.482,165.444,-0.967012
627.247,648.552,164.864,-0.967151
627.625,648.824,164.496,-0.967328
628.177,649.449,164.857,-0.967246
628.282,649.798,165.828,-0.966888
628.192,649.625,165.495,-0.967006
628.617,650.032,165.475,-0.967056
629.747,651.113,165.429,-0.967185
630.264,651.716,165.835,-0.967084
630.6,652.132,166.19,-0.966983
630.792,652.251,165.932,-0.967099
630.426,651.819,165.627,-0.967178
631.914,653.217,165.461,-0.967387
632.268,653.482,165.157,-0.967536
632.215,653.531,165.551,-0.967383
632.079,653.258,164.991,-0.967579
631.52,652.791,165.284,-0.967415
631.52,652.643,164.698,-0.967635
631.524,652.684,164.843,-0.967581
632.151,653.407,165.306,-0.967469
631.675,652.873,165.015,-0.967531
630.978,652.374,165.705,-0.967203
632.066,653.342,165.374,-0.967435
631.663,652.957,165.391,-0.967389
631.961,653.437,166.148,-0.967134
630.87,652.254,165.643,-0.967216
631.256,652.607,165.565,-0.967283
631.278,652.767,166.11,-0.96708
632.126,653.462,165.621,-0.967348
633.414,654.892,166.342,-0.967204
634.447,655.968,166.648,-0.967191
635.409,656.926,166.753,-0.967247
636.109,657.496,166.332,-0.967472
637.426,658.804,166.464,-0.967551
638.401,659.837,166.823,-0.967512
638.684,660.115,166.834,-0.967536
638.918,660.302,166.681,-0.967615
638.507,659.898,166.657,-0.967584
638.471,659.824,166.502,-0.967638
