P,S,Q,PF
1.76616,4.60181,4.24939,1.#QNAN
1.63791,4.56665,4.26282,1.#QNAN
1.52523,4.70383,4.44969,1.#QNAN
1.68429,5.59648,5.33702,1.#QNAN
1.41862,5.40212,5.21252,1.#QNAN
1.78296,5.35107,5.0453,1.#QNAN
1.85742,5.62254,5.30688,1.#QNAN
1.77552,3.96996,3.55079,1.#QNAN
1.38871,4.54059,4.32301,1.#QNAN
1.59862,4.87846,4.6091,1.#QNAN
1.39518,5.42434,5.24185,1.#QNAN
1.49464,5.01502,4.78712,1.#QNAN
1.5653,4.23348,3.93347,1.#QNAN
1.64678,5.39349,5.13593,1.#QNAN
1.76691,5.2676,4.96243,1.#QNAN
1.59722,5.25107,5.00226,1.#QNAN
1.5289,4.67262,4.41541,1.#QNAN
1.45712,4.83217,4.60724,1.#QNAN
1.67737,4.86646,4.56825,1.#QNAN
1.47051,5.53414,5.33519,1.#QNAN
1.30559,4.77547,4.59354,1.#QNAN
1.7056,4.99633,4.6962,1.#QNAN
1.49457,5.29493,5.07962,1.#QNAN
1.63486,5.49862,5.24996,1.#QNAN
1.5386,4.28268,3.99676,1.#QNAN
1.57489,5.09877,4.84945,1.#QNAN
1.37688,5.11896,4.93031,1.#QNAN
1.32937,4.72692,4.53614,1.#QNAN
1.79053,5.04793,4.7197,1.#QNAN
1.65449,5.13612,4.86234,1.#QNAN
1.37895,3.86015,3.60545,1.#QNAN
1.48392,5.67733,5.47997,1.#QNAN
1.70474,5.9444,5.69472,1.#QNAN
1.39158,6.03596,5.87335,1.#QNAN
1.87371,5.30679,4.965,1.#QNAN
1.74881,4.56889,4.22095,1.#QNAN
1.42749,4.38082,4.14173,1.#QNAN
1.88709,5.09761,4.73546,1.#QNAN
1.63235,4.94008,4.6626,1.#QNAN
1.58152,5.05759,4.80396,1.#QNAN
1.71886,5.87963,5.62277,1.#QNAN
1.64338,5.04274,4.76744,1.#QNAN
1.42544,4.85403,4.64002,1.#QNAN
1.31551,4.40841,4.20755,1.#QNAN
1.63377,5.04934,4.77772,1.#QNAN
1.75013,5.30901,5.01225,1.#QNAN
1.62428,4.64098,4.34746,1.#QNAN
1.47107,5.85356,5.6657,1.#QNAN
1.41129,5.36695,5.17807,1.#QNAN
1.70946,5.22711,4.93968,1.#QNAN
1.98362,5.56501,5.19948,1.#QNAN
1.38961,5.1414,4.95005,1.#QNAN
1.59247,5.19009,4.93974,1.#QNAN
1.90788,4.61702,4.20439,1.#QNAN
1.51846,4.81916,4.57369,1.#QNAN
1.48024,5.27389,5.0619,1.#QNAN
1.75897,5.59806,5.31453,1.#QNAN
1.77707,4.81162,4.47143,1.#QNAN
2.14873,6.04361,5.64873,1.#QNAN
1.54031,4.74437,4.48737,1.#QNAN
1.51184,5.4615,5.24808,1.#QNAN
1.47704,6.09672,5.91509,1.#QNAN
1.9635,4.52405,4.07574,1.#QNAN
1.56951,4.36354,4.0715,1.#QNAN
1.52043,5.65388,5.44561,1.#QNAN
1.68162,4.51218,4.18712,1.#QNAN
1.6422,4.68116,4.38365,1.#QNAN
1.69173,5.24581,4.96554,1.#QNAN
1.74251,5.77305,5.5038,1.#QNAN
1.69856,4.49868,4.1657,1.#QNAN
1.46635,5.22703,5.01714,1.#QNAN
1.75799,4.74813,4.41069,1.#QNAN
1.69639,5.30304,5.02439,1.#QNAN
1.67348,5.1045,4.82238,1.#QNAN
1.5903,6.03813,5.82494,1.#QNAN
1.70651,4.80197,4.48851,1.#QNAN
1.61557,5.27554,5.02208,1.#QNAN
1.60851,4.95162,4.68308,1.#QNAN
1.45433,5.15095,4.94138,1.#QNAN
1.75572,4.18465,3.79851,1.#QNAN
1.30749,6.27673,6.13904,1.#QNAN
1.75028,5.28147,4.98302,1.#QNAN
1.85036,4.49133,4.09246,1.#QNAN
1.56497,4.28153,3.98526,1.#QNAN
1.55295,5.4029,5.17491,1.#QNAN
1.52975,5.05388,4.8168,1.#QNAN
1.83564,4.61005,4.22883,1.#QNAN
1.70842,4.39799,4.05261,1.#QNAN
1.45478,5.91276,5.731,1.#QNAN
1.35977,4.32948,4.11041,1.#QNAN
2.0753,4.37414,3.85048,1.#QNAN
1.64139,4.91877,4.63682,1.#QNAN
1.7768,4.77487,4.43198,1.#QNAN
1.74391,5.34803,5.05571,1.#QNAN
1.80878,5.83966,5.55247,1.#QNAN
1.70191,6.36238,6.13053,1.#QNAN
